,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names,year,month
14662,ED 476,1.0,TCE,2003-05-15,UG/L,<,,38.77479029,-120.92950549999999,DOMESTIC,,,,GAMA,ED 476,OLD RANCH ROAD,2003,5
14740,ED 590,1.0,TCE,2004-05-07,UG/L,<,,38.548079545,-120.71127604,DOMESTIC,,,,GAMA,ED 590,CEDAR CREEK ROAD,2004,5
14782,ED 648,1.0,TCE,2004-05-18,UG/L,<,,38.76432465,-120.98431427700001,DOMESTIC,,,,GAMA,ED 648,LUNEMAN ROAD (SPRING),2004,5
14831,ED 370,1.0,TCE,2003-03-07,UG/L,<,,38.59833773,-120.95148370000001,DOMESTIC,,,,GAMA,ED 370,SHADOW HAWK DRIVE,2003,3
14934,ED 587,1.0,TCE,2004-04-29,UG/L,<,,38.830816152,-121.020700762,DOMESTIC,,,,GAMA,ED 587,JACKASS MINE ROAD,2004,4
15171,ED 632,1.0,TCE,2004-05-10,UG/L,<,,38.828126700000006,-121.0041269,DOMESTIC,,,,GAMA,ED 632,MEADOW CROFT LANE,2004,5
15193,ED 304,1.0,TCE,2003-02-05,UG/L,<,,38.6721891,-120.7694186,DOMESTIC,,,,GAMA,ED 304,DOWELL LANE,2003,2
15266,ED 512,1.0,TCE,2004-04-20,UG/L,<,,38.638909999999996,-120.81808999999998,DOMESTIC,,,,GAMA,ED 512,LITTLE CANYON ROAD,2004,4
15539,ED 605,1.0,TCE,2004-05-06,UG/L,<,,38.8609795,-120.82102240000002,DOMESTIC,,,,GAMA,ED 605,TRACY LANE,2004,5
15667,ED 541,1.0,TCE,2004-04-27,UG/L,<,,38.612421078000004,-120.71486055,DOMESTIC,,,,GAMA,ED 541,RISHI RIDGE ROAD,2004,4
15682,ED 557,1.0,TCE,2004-04-22,UG/L,<,,38.658568100000004,-120.7452269,DOMESTIC,,,,GAMA,ED 557,HANKS EXCHANGE ROAD,2004,4
15737,ED 693,1.0,TCE,2004-06-17,UG/L,<,,38.799255369,-120.910783083,DOMESTIC,,,,GAMA,ED 693,LOTUS ROAD,2004,6
15970,ED 597,1.0,TCE,2004-05-04,UG/L,<,,38.838653356,-121.025720381,DOMESTIC,,,,GAMA,ED 597,PILOT CREEK LANE,2004,5
16037,ED 311,1.0,TCE,2003-02-06,UG/L,<,,38.6819489,-120.7617119,DOMESTIC,,,,GAMA,ED 311,WESTLEY ROAD,2003,2
16052,ED 497,1.0,TCE,2004-04-14,UG/L,<,,38.613333652,-120.853612253,DOMESTIC,,,,GAMA,ED 497,SODALITE STREET,2004,4
16078,ED 650,1.0,TCE,2004-05-20,UG/L,<,,38.895726622,-120.93183866,DOMESTIC,,,,GAMA,ED 650,COON CREEK ROAD,2004,5
16438,ED 410,1.0,TCE,2003-03-27,UG/L,<,,38.71666908,-120.709296,DOMESTIC,,,,GAMA,ED 410,PIONIEER HILL ROAD,2003,3
16449,ED 660,1.0,TCE,2004-05-24,UG/L,<,,38.72036939,-120.87360133700001,DOMESTIC,,,,GAMA,ED 660,GREENWOOD LANE,2004,5
16461,ED 687,1.0,TCE,2004-06-07,UG/L,<,,38.632416428,-120.711076708,DOMESTIC,,,,GAMA,ED 687,MARY ANN LANE,2004,6
16491,ED 471,1.0,TCE,2003-05-14,UG/L,<,,38.7886129,-120.94966140000001,DOMESTIC,,,,GAMA,ED 471,CROOKED MILE COURT,2003,5
16559,ED 480,1.0,TCE,2003-05-27,UG/L,<,,38.76197554,-120.9340179,DOMESTIC,,,,GAMA,ED 480,RED FOX  ROAD,2003,5
16574,ED 524,1.0,TCE,2004-04-21,UG/L,<,,38.698547600000005,-120.9840761,DOMESTIC,,,,GAMA,ED 524,OLD MEDER ROAD,2004,4
16644,ED 525,1.0,TCE,2004-04-21,UG/L,<,,38.696439239,-120.977877025,DOMESTIC,,,,GAMA,ED 525,LITTLE OAK LANE,2004,4
16695,ED 400,1.0,TCE,2003-03-18,UG/L,<,,38.79674501,-120.90825190000001,DOMESTIC,,,,GAMA,ED 400,MOUNTAIN VIEW ROAD,2003,3
16959,ED 431,1.0,TCE,2003-04-01,UG/L,<,,38.72962332,-120.96385009999999,DOMESTIC,,,,GAMA,ED 431,DEER VALLEY ROAD,2003,4
16984,ED 522,1.0,TCE,2004-04-21,UG/L,<,,38.644378688,-121.048188548,DOMESTIC,,,,GAMA,ED 522,SCREECH OWL CREEK ROAD,2004,4
17016,ED 627,1.0,TCE,2004-05-20,UG/L,<,,38.844892474,-121.025173167,DOMESTIC,,,,GAMA,ED 627,OAK VIEW DRIVE,2004,5
17198,ED 678,1.0,TCE,2004-06-02,UG/L,<,,38.816018096,-120.78823735700001,DOMESTIC,,,,GAMA,ED 678,TWISTING TRAILS,2004,6
17220,SD 949,0.5,TCE,2009-01-20,UG/L,<,0.5,33.221156476,-116.342823389,DOMESTIC,,,,GAMA,SD 949,SD 949,2009,1
17230,SD 948,0.5,TCE,2009-01-20,UG/L,<,0.5,33.226332842,-116.347572454,DOMESTIC,,,,GAMA,SD 948,SD 948,2009,1
17399,TUL1060,0.0,TCE,2006-06-15,UG/L,ND,0.5,36.26822217,-119.1543493,DOMESTIC,,,,GAMA,TUL1060,TUL1060,2006,6
17468,TUL1101,0.0,TCE,2006-06-22,UG/L,ND,0.5,36.03919623,-118.93336346,DOMESTIC,,,,GAMA,TUL1101,TUL1101,2006,6
17708,TUL969,0.0,TCE,2006-05-11,UG/L,ND,0.5,36.45357769,-119.3475065,DOMESTIC,,,,GAMA,TUL969,TUL969,2006,5
17781,TUL1003,0.0,TCE,2006-05-18,UG/L,ND,0.5,36.21392902,-119.25771529999999,DOMESTIC,,,,GAMA,TUL1003,TUL1003,2006,5
17984,TUL959,0.0,TCE,2006-05-09,UG/L,ND,0.5,36.00153529999999,-119.0198798,DOMESTIC,,,,GAMA,TUL959,TUL959,2006,5
17999,TUL905,0.0,TCE,2006-04-18,UG/L,ND,0.5,36.36381359,-119.19018390000002,DOMESTIC,,,,GAMA,TUL905,TUL905,2006,4
18097,TUL1059,0.0,TCE,2006-06-14,UG/L,ND,0.5,36.35667716,-119.06594240000001,DOMESTIC,,,,GAMA,TUL1059,TUL1059,2006,6
18110,TUL972,0.0,TCE,2006-05-11,UG/L,ND,0.5,36.54403269,-119.3121763,DOMESTIC,,,,GAMA,TUL972,TUL972,2006,5
18120,TUL945,0.0,TCE,2006-04-27,UG/L,ND,0.5,36.090512,-119.0167213,DOMESTIC,,,,GAMA,TUL945,TUL945,2006,4
18271,TUL917,0.0,TCE,2006-04-19,UG/L,ND,0.5,36.34821818,-119.131652,DOMESTIC,,,,GAMA,TUL917,TUL917,2006,4
18350,TUL932,0.0,TCE,2006-04-25,UG/L,ND,0.5,36.18155996,-119.08856750000001,DOMESTIC,,,,GAMA,TUL932,TUL932,2006,4
18454,SD 934,0.5,TCE,2008-12-18,UG/L,<,0.5,33.202182850999996,-116.74979476700001,DOMESTIC,,,,GAMA,SD 934,SD 934,2008,12
18518,SD 936,0.5,TCE,2009-01-07,UG/L,<,0.5,32.665019201,-116.262940136,DOMESTIC,,,,GAMA,SD 936,SD 936,2009,1
18617,SD 942,0.5,TCE,2008-12-18,UG/L,<,0.5,33.25927401,-116.801787428,DOMESTIC,,,,GAMA,SD 942,SD 942,2008,12
18831,MON122,0.5,TCE,2011-05-12,UG/L,<,0.5,36.8829104,-121.7157442,DOMESTIC,,,,GAMA,MON122,MON122,2011,5
18856,MON152,0.5,TCE,2011-06-07,UG/L,<,0.5,36.45519303,-121.7130972,DOMESTIC,,,,GAMA,MON152,MON152,2011,6
19136,MON123,0.5,TCE,2011-05-12,UG/L,<,0.5,36.88421094,-121.72594720000001,DOMESTIC,,,,GAMA,MON123,MON123,2011,5
19196,MON130,0.5,TCE,2011-05-18,UG/L,<,0.5,36.77430038,-121.6622311,DOMESTIC,,,,GAMA,MON130,MON130,2011,5
19385,MON172,0.5,TCE,2011-06-21,UG/L,<,0.5,35.96618861,-121.08035009999999,DOMESTIC,,,,GAMA,MON172,MON172,2011,6
19399,MON132,0.5,TCE,2011-05-18,UG/L,<,0.5,36.82327165,-121.66984280000001,DOMESTIC,,,,GAMA,MON132,MON132,2011,5
19499,MON120,0.5,TCE,2011-05-11,UG/L,<,0.5,36.82754517,-121.65514809999999,DOMESTIC,,,,GAMA,MON120,MON120,2011,5
19596,SD 913,0.5,TCE,2008-12-04,UG/L,<,0.5,32.725178097,-116.777898112,DOMESTIC,,,,GAMA,SD 913,SD 913,2008,12
19642,SD 845,0.5,TCE,2008-05-29,UG/L,<,0.5,32.7959385,-116.84678819999999,DOMESTIC,,,,GAMA,SD 845,SD 845,2008,5
19972,SD 889,0.5,TCE,2008-06-18,UG/L,<,0.5,32.66084271,-116.29659290000001,DOMESTIC,,,,GAMA,SD 889,SD 889,2008,6
20003,SD 929,0.5,TCE,2008-12-18,UG/L,<,0.5,33.210882348,-116.69878675700001,DOMESTIC,,,,GAMA,SD 929,SD 929,2008,12
20012,SD 823,0.5,TCE,2008-05-14,UG/L,<,0.5,33.00898541,-116.9001892,DOMESTIC,,,,GAMA,SD 823,SD 823,2008,5
20151,SD 912,0.5,TCE,2008-12-04,UG/L,<,0.5,32.618654735,-116.76130200899999,DOMESTIC,,,,GAMA,SD 912,SD 912,2008,12
20252,TUL938,0.0,TCE,2006-04-26,UG/L,ND,0.5,36.22623617,-119.3770957,DOMESTIC,,,,GAMA,TUL938,TUL938,2006,4
20381,SD 888,0.5,TCE,2008-06-18,UG/L,<,0.5,32.6136766,-116.2123244,DOMESTIC,,,,GAMA,SD 888,SD 888,2008,6
20429,SD 880,0.5,TCE,2008-06-17,UG/L,<,0.5,32.865395,-116.636921,DOMESTIC,,,,GAMA,SD 880,SD 880,2008,6
20445,SD 921,0.5,TCE,2008-12-10,UG/L,<,0.5,33.077730241,-117.164022498,DOMESTIC,,,,GAMA,SD 921,SD 921,2008,12
20569,TUL1065,0.0,TCE,2006-06-13,UG/L,ND,0.5,36.15372079,-119.4924939,DOMESTIC,,,,GAMA,TUL1065,TUL1065,2006,6
20605,TUL968,0.0,TCE,2006-05-11,UG/L,ND,0.5,36.60155974,-119.2456253,DOMESTIC,,,,GAMA,TUL968,TUL968,2006,5
20674,SD 877,0.5,TCE,2008-06-17,UG/L,<,0.5,32.84765759,-116.75820630000001,DOMESTIC,,,,GAMA,SD 877,SD 877,2008,6
20682,SD 864,0.5,TCE,2008-06-10,UG/L,<,0.5,32.91956469,-116.88659950000002,DOMESTIC,,,,GAMA,SD 864,SD 864,2008,6
20908,TUL1019,0.0,TCE,2006-05-23,UG/L,ND,0.5,36.58817325,-119.10250009999999,DOMESTIC,,,,GAMA,TUL1019,TUL1019,2006,5
20996,SD 919,0.5,TCE,2008-12-09,UG/L,<,0.5,33.087617494,-117.135862913,DOMESTIC,,,,GAMA,SD 919,SD 919,2008,12
21124,TUL1066,0.0,TCE,2006-06-13,UG/L,ND,0.5,36.20315614,-119.4731074,DOMESTIC,,,,GAMA,TUL1066,TUL1066,2006,6
21145,SD 863,0.5,TCE,2008-06-10,UG/L,<,0.5,32.90462654,-116.8780385,DOMESTIC,,,,GAMA,SD 863,SD 863,2008,6
21191,TUL920,0.0,TCE,2006-04-20,UG/L,ND,0.5,36.39056213,-118.8689027,DOMESTIC,,,,GAMA,TUL920,TUL920,2006,4
21240,TUL962,0.0,TCE,2006-05-10,UG/L,ND,0.5,36.58678743,-119.1214717,DOMESTIC,,,,GAMA,TUL962,TUL962,2006,5
21429,TUL947,0.0,TCE,2006-04-25,UG/L,ND,0.5,35.920821966912996,-119.267924484977,DOMESTIC,,,,GAMA,TUL947,TUL947,2006,4
21513,SD 827,0.5,TCE,2008-05-15,UG/L,<,0.5,32.99738174,-116.89597040000001,DOMESTIC,,,,GAMA,SD 827,SD 827,2008,5
21788,TUL1017,0.0,TCE,2006-05-24,UG/L,ND,0.5,36.15423166,-119.3573435,DOMESTIC,,,,GAMA,TUL1017,TUL1017,2006,5
21808,TUL1020,0.0,TCE,2006-05-25,UG/L,ND,0.5,36.36204439,-119.34936189999999,DOMESTIC,,,,GAMA,TUL1020,TUL1020,2006,5
21815,TEH 838,0.0,TCE,2005-05-19,UG/L,ND,,40.04956618,-122.091022965,DOMESTIC,,,,GAMA,TEH 838,Shasta Blvd.,2005,5
21952,TEH 858,0.0,TCE,2005-05-26,UG/L,ND,,40.1157594,-122.09362150000001,DOMESTIC,,,,GAMA,TEH 858,Day Avenue,2005,5
21975,TEH 891,0.0,TCE,2005-06-02,UG/L,ND,,40.038255799999995,-122.1058561,DOMESTIC,,,,GAMA,TEH 891,Logans Lane,2005,6
22194,TEH 844,0.0,TCE,2005-05-19,UG/L,ND,,40.037756402,-122.096930842,DOMESTIC,,,,GAMA,TEH 844,Sherwood Blvd.,2005,5
22265,TEH 772,0.0,TCE,2005-06-01,UG/L,ND,,40.0461016,-122.1125366,DOMESTIC,,,,GAMA,TEH 772,Taft Street,2005,6
22384,TEH 876,0.0,TCE,2005-06-01,UG/L,ND,,40.0352875,-122.10571709999999,DOMESTIC,,,,GAMA,TEH 876,Marek Road,2005,6
22717,TEH 770,0.0,TCE,2005-04-28,UG/L,ND,,40.251621527,-122.209760476,DOMESTIC,,,,GAMA,TEH 770,Davis Road,2005,4
22770,TEH 668,0.0,TCE,2005-04-06,UG/L,ND,,40.341711048,-122.352809228,DOMESTIC,,,,GAMA,TEH 668,Turnell Road,2005,4
22834,TEH 664,0.0,TCE,2005-04-06,UG/L,ND,,40.296496575999996,-122.26528926200001,DOMESTIC,,,,GAMA,TEH 664,Scenic Drive,2005,4
22872,TEH 791,0.0,TCE,2005-05-10,UG/L,ND,,40.24401858,-122.21575090700001,DOMESTIC,,,,GAMA,TEH 791,South Wallen Road,2005,5
22890,TEH 805,0.0,TCE,2005-05-10,UG/L,ND,,40.265629293,-122.25079583899999,DOMESTIC,,,,GAMA,TEH 805,Paul Drive,2005,5
22954,TEH 670,0.0,TCE,2005-04-12,UG/L,ND,,40.28881672,-122.315780164,DOMESTIC,,,,GAMA,TEH 670,Bodarich Way,2005,4
23170,TEH 742,0.0,TCE,2005-04-27,UG/L,ND,,40.250109535,-122.22167419200001,DOMESTIC,,,,GAMA,TEH 742,Parkway Drive,2005,4
23256,TEH 799,0.0,TCE,2005-05-03,UG/L,ND,,40.255668493,-122.212732726,DOMESTIC,,,,GAMA,TEH 799,East Wallen Road,2005,5
23270,TEH 646,0.0,TCE,2005-04-05,UG/L,ND,,40.292428347,-122.43390195100001,DOMESTIC,,,,GAMA,TEH 646,Blue Oak Road,2005,4
23452,TEH 731,0.0,TCE,2005-04-19,UG/L,ND,,40.299007892,-122.368201482,DOMESTIC,,,,GAMA,TEH 731,Big Bear Lane,2005,4
23508,TEH 808,0.0,TCE,2005-05-11,UG/L,ND,,40.240431285,-122.27305894700001,DOMESTIC,,,,GAMA,TEH 808,Willowlane Court,2005,5
23559,TEH 820,0.0,TCE,2005-05-11,UG/L,ND,,40.266031235,-122.262072503,DOMESTIC,,,,GAMA,TEH 820,Enz Court,2005,5
23691,TEH 667,0.0,TCE,2005-04-07,UG/L,ND,,40.301048912,-122.363587632,DOMESTIC,,,,GAMA,TEH 667,Big Bear Lane,2005,4
23767,TEH 837,0.0,TCE,2005-05-19,UG/L,ND,,40.053786642,-122.06137277,DOMESTIC,,,,GAMA,TEH 837,Wilson Street,2005,5
23971,TEH 829,0.0,TCE,2005-06-01,UG/L,ND,,40.175174,-122.3432655,DOMESTIC,,,,GAMA,TEH 829,Roadrunner Loop,2005,6
24187,TEH 802,0.0,TCE,2005-05-20,UG/L,ND,,40.270462693,-122.201655315,DOMESTIC,,,,GAMA,TEH 802,River Heights Drive,2005,5
24209,TEH 660,0.0,TCE,2005-04-07,UG/L,ND,,40.279363683,-122.340059995,DOMESTIC,,,,GAMA,TEH 660,Bass Pass Road,2005,4
24292,TEH 652,0.0,TCE,2005-04-05,UG/L,ND,,40.286953639000004,-122.33532322200001,DOMESTIC,,,,GAMA,TEH 652,'C' Road,2005,4
24385,YUB 276,0.5,TCE,2002-05-08,UG/L,<,,39.010346658,-121.444236069,DOMESTIC,,,,GAMA,YUB 276,Lewis Road,2002,5
24428,YUB 311,0.5,TCE,2002-05-13,UG/L,<,,39.04790870000001,-121.57835823200001,DOMESTIC,,,,GAMA,YUB 311,Broadway Road,2002,5
24455,YUB 230,0.5,TCE,2002-05-20,UG/L,<,,39.190592001999995,-121.51994354,DOMESTIC,,,,GAMA,YUB 230,Walnut Avenue,2002,5
24522,YUB 209,0.5,TCE,2002-05-13,UG/L,<,,39.305029292,-121.608165329,DOMESTIC,,,,GAMA,YUB 209,Thome Road,2002,5
24532,YUB 225,0.5,TCE,2002-05-08,UG/L,<,,39.0486525,-121.34685082,DOMESTIC,,,,GAMA,YUB 225,Camp Far West Road,2002,5
24547,YUB 221,0.5,TCE,2002-05-09,UG/L,<,,39.115515994,-121.631461185,DOMESTIC,,,,GAMA,YUB 221,Hillcrest Avenue,2002,5
24584,YUB 314,0.5,TCE,2002-05-23,UG/L,<,,39.050337932,-121.568124009,DOMESTIC,,,,GAMA,YUB 314,David Lane,2002,5
24630,YUB 226,0.5,TCE,2002-05-13,UG/L,<,,39.048581719,-121.56313704200001,DOMESTIC,,,,GAMA,YUB 226,Simeroth Lane,2002,5
24718,YUB 210,0.5,TCE,2002-05-03,UG/L,<,,39.269229485,-121.35805779799999,DOMESTIC,,,,GAMA,YUB 210,Township Road,2002,5
24978,YUB 213,0.5,TCE,2002-04-30,UG/L,<,,39.374886409,-121.25583172600001,DOMESTIC,,,,GAMA,YUB 213,Quintera Way,2002,4
24989,YUB 237,0.5,TCE,2002-05-29,UG/L,<,,39.390335688,-121.10927709799999,DOMESTIC,,,,GAMA,YUB 237,Moonshine Road,2002,5
25041,YUB 264,0.5,TCE,2002-05-14,UG/L,<,,39.307095810999996,-121.38204481,DOMESTIC,,,,GAMA,YUB 264,Dawn Drive,2002,5
25314,YUB 242,0.5,TCE,2002-05-29,UG/L,<,,39.099476173,-121.550449611,DOMESTIC,,,,GAMA,YUB 242,Olivehurst Avenue,2002,5
25372,YUB 290,0.5,TCE,2002-05-03,UG/L,<,,39.235040415,-121.35474693100001,DOMESTIC,,,,GAMA,YUB 290,Potts Trail,2002,5
25385,YUB 239,0.5,TCE,2002-05-29,UG/L,<,,39.391710774,-121.10845610700001,DOMESTIC,,,,GAMA,YUB 239,Moonshine Road,2002,5
25440,YUB 323P,0.5,TCE,2002-01-08,UG/L,<,,38.61127787,-120.97734834,DOMESTIC,,,,GAMA,YUB 323P,Gild Creek Road,2002,1
25450,YUB 233,0.5,TCE,2002-04-26,UG/L,<,,39.297011383000005,-121.352091605,DOMESTIC,,,,GAMA,YUB 233,Arechar Court,2002,4
25479,YUB 215,0.5,TCE,2002-05-09,UG/L,<,,39.33611758,-121.268717401,DOMESTIC,,,,GAMA,YUB 215,Collin House Road,2002,5
25549,YUB 223,0.5,TCE,2002-05-08,UG/L,<,,39.084030178,-121.31319867200001,DOMESTIC,,,,GAMA,YUB 223,Intanko Lane,2002,5
25699,ED 440,1.0,TCE,2003-04-10,UG/L,<,,38.73119929,-120.858097,DOMESTIC,,,,GAMA,ED 440,RISING HILL ROAD,2003,4
25750,ED 452,1.0,TCE,2003-04-24,UG/L,<,,38.681206200000005,-120.76149950000001,DOMESTIC,,,,GAMA,ED 452,WESTLEY ROAD,2003,4
25806,ED 447,1.0,TCE,2003-04-23,UG/L,<,,38.79051191,-120.88060390000001,DOMESTIC,,,,GAMA,ED 447,JOHNSON RANCH ROAD,2003,4
25857,ED 346,1.0,TCE,2003-02-27,UG/L,<,,38.74440975,-120.8665139,DOMESTIC,,,,GAMA,ED 346,PASO DIABLO ROAD,2003,2
25949,ED 570,1.0,TCE,2004-04-28,UG/L,<,,38.830461635,-121.00105790799999,DOMESTIC,,,,GAMA,ED 570,PEDRO HILL ROAD,2004,4
25969,ED 411,1.0,TCE,2003-03-20,UG/L,<,,38.71802687,-120.96247530000001,DOMESTIC,,,,GAMA,ED 411,HELENA ROAD,2003,3
26062,ED 309,1.0,TCE,2003-02-06,UG/L,<,,38.68964777,-120.7589957,DOMESTIC,,,,GAMA,ED 309,CEDAR RAVINE ROAD,2003,2
26093,ED 335,1.0,TCE,2003-02-21,UG/L,<,,38.68955994,-120.7532419,DOMESTIC,,,,GAMA,ED 335,CEDAR RAVINE ROAD,2003,2
26106,ED 403,1.0,TCE,2003-03-18,UG/L,<,,38.81236215,-120.901126,DOMESTIC,,,,GAMA,ED 403,LITTLE COURT,2003,3
26184,ED 582,1.0,TCE,2004-04-26,UG/L,<,,38.801495777,-120.806885074,DOMESTIC,,,,GAMA,ED 582,SHOO FLY ROAD,2004,4
26355,ED 523,1.0,TCE,2004-04-20,UG/L,<,,38.651078645,-120.76441431299999,DOMESTIC,,,,GAMA,ED 523,NASHVILLE ROAD,2004,4
26450,ED 663,1.0,TCE,2004-05-25,UG/L,<,,38.890492171999995,-120.92545918799999,DOMESTIC,,,,GAMA,ED 663,SCARLET OAK DRIVE,2004,5
26494,ED 381,1.0,TCE,2003-03-25,UG/L,<,,38.57720126,-120.9785648,DOMESTIC,,,,GAMA,ED 381,BRYANT ROAD,2003,3
26514,ED 428,1.0,TCE,2003-04-08,UG/L,<,,38.72132842,-120.8742159,DOMESTIC,,,,GAMA,ED 428,GREENWOOD LANE,2003,4
26524,ED 457,1.0,TCE,2003-05-07,UG/L,<,,38.8099221,-120.91496880000001,DOMESTIC,,,,GAMA,ED 457,LODESTAR LANE,2003,5
26540,ED 479,1.0,TCE,2003-05-27,UG/L,<,,38.79242205,-120.9415567,DOMESTIC,,,,GAMA,ED 479,SHORE LINE DRIVE,2003,5
26609,ED 617,1.0,TCE,2004-05-14,UG/L,<,,38.81967588,-121.01790003200001,DOMESTIC,,,,GAMA,ED 617,VIENNA DRIVE,2004,5
26775,ED 518,1.0,TCE,2004-04-26,UG/L,<,,38.80221239,-120.93608615,DOMESTIC,,,,GAMA,ED 518,GODS WAY,2004,4
26806,ED 543,1.0,TCE,2004-04-15,UG/L,<,,38.817183162,-121.024740505,DOMESTIC,,,,GAMA,ED 543,PILOT VIEW DRIVE,2004,4
26834,ED 589,1.0,TCE,2004-05-07,UG/L,<,,38.548386703,-120.71896462,DOMESTIC,,,,GAMA,ED 589,CEDAR CREEK ROAD,2004,5
26928,ED 324,1.0,TCE,2003-02-14,UG/L,<,,38.67736754,-120.72091599999999,DOMESTIC,,,,GAMA,ED 324,ROBLEDO DRIVE,2003,2
27014,ED 550,1.0,TCE,2004-04-29,UG/L,<,,38.829314251,-121.03154754299999,DOMESTIC,,,,GAMA,ED 550,PILOT VIEW DRIVE,2004,4
27102,ED 676,1.0,TCE,2004-06-03,UG/L,<,,38.583694029,-120.926623375,DOMESTIC,,,,GAMA,ED 676,BONNETTI,2004,6
27269,ED 624,1.0,TCE,2004-05-10,UG/L,<,,38.830069181999995,-121.000508286,DOMESTIC,,,,GAMA,ED 624,PEDRO HILL ROAD,2004,5
27313,ED 349,1.0,TCE,2003-02-27,UG/L,<,,38.71516651,-120.8748388,DOMESTIC,,,,GAMA,ED 349,INDIAN CREEK ROAD,2003,2
27340,ED 404,1.0,TCE,2003-03-18,UG/L,<,,38.74532725,-120.85285559999998,DOMESTIC,,,,GAMA,ED 404,BEALES ROAD,2003,3
27535,ED 382,1.0,TCE,2003-03-25,UG/L,<,,38.60503668,-121.0047261,DOMESTIC,,,,GAMA,ED 382,VENTURE VALLEY ROAD,2003,3
27562,ED 501,1.0,TCE,2004-04-14,UG/L,<,,38.8699119,-120.94174129999999,DOMESTIC,,,,GAMA,ED 501,CHERRY ACRES,2004,4
27587,ED 477,1.0,TCE,2003-05-15,UG/L,<,,38.80960349,-120.9197598,DOMESTIC,,,,GAMA,ED 477,BARKING DOG ROAD,2003,5
27781,ED 406,1.0,TCE,2003-03-20,UG/L,<,,38.78704697,-120.9167014,DOMESTIC,,,,GAMA,ED 406,LOTUS ROAD,2003,3
27903,ED 634,1.0,TCE,2004-05-12,UG/L,<,,38.917043737,-120.888497732,DOMESTIC,,,,GAMA,ED 634,FARAWAY ROAD,2004,5
27917,ED 654,1.0,TCE,2004-06-02,UG/L,<,,38.816018096,-120.78823735700001,DOMESTIC,,,,GAMA,ED 654,TWISTING TRAILS,2004,6
27947,ED 305,1.0,TCE,2003-02-05,UG/L,<,,38.6243995,-120.7836185,DOMESTIC,,,,GAMA,ED 305,BIG OAK ROAD,2003,2
28195,ED 375,1.0,TCE,2003-03-11,UG/L,<,,38.59395637,-120.95004240000002,DOMESTIC,,,,GAMA,ED 375,SHADOW HAWK DRIVE,2003,3
28373,ED 502,1.0,TCE,2004-04-14,UG/L,<,,38.869171892,-120.991641156,DOMESTIC,,,,GAMA,ED 502,CHERRY ACRES CIRCLE,2004,4
28441,ED 652,1.0,TCE,2004-05-27,UG/L,<,,38.684171898,-120.932893581,DOMESTIC,,,,GAMA,ED 652,GREENBRIAR COURT,2004,5
28478,ED 331,1.0,TCE,2003-02-20,UG/L,<,,38.70381994,-120.7248476,DOMESTIC,,,,GAMA,ED 331,SERENITY DRIVE,2003,2
28598,ED 609,1.0,TCE,2004-05-06,UG/L,<,,38.845712886,-121.032151622,DOMESTIC,,,,GAMA,ED 609,ORCHARD COURT,2004,5
28628,ED 677,1.0,TCE,2004-06-12,UG/L,<,,38.617644782,-120.92345879700001,DOMESTIC,,,,GAMA,ED 677,HIDDEN CIRCLE,2004,6
28766,ED 352,1.0,TCE,2003-02-27,UG/L,<,,38.74754936,-120.8621136,DOMESTIC,,,,GAMA,ED 352,BEALES ROAD,2003,2
28870,ED 612,1.0,TCE,2004-05-06,UG/L,<,,38.841105651999996,-120.813147409,DOMESTIC,,,,GAMA,ED 612,PORTER RANCH COURT,2004,5
28893,ED 667,1.0,TCE,2004-05-26,UG/L,<,,38.80276625,-120.91359264299999,DOMESTIC,,,,GAMA,ED 667,AMOLOC LANE,2004,5
28919,ED 353,1.0,TCE,2003-03-04,UG/L,<,,38.69785389,-120.7206119,DOMESTIC,,,,GAMA,ED 353,CHAPPARRAL,2003,3
28987,ED 528,1.0,TCE,2004-04-23,UG/L,<,,38.718869626,-120.700328897,DOMESTIC,,,,GAMA,ED 528,WEBER ROAD,2004,4
29093,ED 675,1.0,TCE,2004-06-03,UG/L,<,,38.657802208,-120.74538592200001,DOMESTIC,,,,GAMA,ED 675,HANKS EXCHANGE ROAD,2004,6
29180,ED 626,1.0,TCE,2004-05-12,UG/L,<,,38.697793741999995,-120.960587911,DOMESTIC,,,,GAMA,ED 626,SIERRA VISTA ROAD,2004,5
29259,ED 312,1.0,TCE,2003-02-25,UG/L,<,,38.75655825,-120.8510288,DOMESTIC,,,,GAMA,ED 312,WALLACE ROAD,2003,2
29414,ED 302,1.0,TCE,2003-02-04,UG/L,<,,38.67487428,-120.7700615,DOMESTIC,,,,GAMA,ED 302,OAK HILL ROAD,2003,2
29595,ED 562,1.0,TCE,2004-04-29,UG/L,<,,38.816414164,-121.023350531,DOMESTIC,,,,GAMA,ED 562,PILOT VIEW DRIVE,2004,4
29615,ED 658,1.0,TCE,2004-05-24,UG/L,<,,38.690082095,-120.658331801,DOMESTIC,,,,GAMA,ED 658,ALAMEDA ROAD,2004,5
29656,ED 378,1.0,TCE,2003-03-17,UG/L,<,,38.58834222,-120.98806770000002,DOMESTIC,,,,GAMA,ED 378,BRYANT ROAD,2003,3
29712,ED 610,1.0,TCE,2004-05-06,UG/L,<,,38.837590000000006,-121.0256962,DOMESTIC,,,,GAMA,ED 610,PILOT CREEK LANE,2004,5
